SK_ID_CURR,TARGET,CLUSTER,AMT_INCOME_TOTAL,AMT_CREDIT,CREDIT_INCOME_RATIO,EXT_SOURCE_MEAN,DAYS_BIRTH,AGE_BAND,PRED_PROB,RISK_BAND,PERSONA
306407,0,0,630000.0,1305000.0,2.0714285714252836,0.5361554,-12417,31-40,0.30299664,Low,Moderate-Risk Aspirational Borrower
206202,0,1,90000.0,450000.0,4.999999999944444,0.53361195,-23635,51-65,0.2759367,Low,Stable Salaried Professional
234380,0,0,76500.0,270000.0,3.5294117646597467,0.5886269,-21441,51-65,0.17728375,Very Low,Moderate-Risk Aspirational Borrower
249227,0,1,202500.0,2085120.0,10.29688888883804,0.3902187,-15877,41-50,0.63322866,High,Stable Salaried Professional
455775,0,0,180000.0,454500.0,2.524999999985972,0.45955014,-9383,18-30,0.41773963,Medium,Moderate-Risk Aspirational Borrower
304267,0,0,67500.0,149256.0,2.2111999999672416,0.6917508,-22917,51-65,0.11550245,Very Low,Moderate-Risk Aspirational Borrower
451129,0,0,94500.0,450000.0,4.761904761854372,0.36055955,-23438,51-65,0.68250024,High,Moderate-Risk Aspirational Borrower
401608,0,1,202500.0,1078200.0,5.324444444418151,0.48200238,-14827,41-50,0.5152211,Medium,Stable Salaried Professional
355200,0,0,180000.0,539590.5,2.9977249999833457,0.42914996,-19680,51-65,0.7442505,High,Moderate-Risk Aspirational Borrower
168639,0,0,225000.0,770292.0,3.423519999984784,0.6218861,-19967,51-65,0.34082305,Low,Moderate-Risk Aspirational Borrower
142313,1,0,137025.0,135000.0,0.9852216748696572,0.5160692,-10744,18-30,0.5900879,Medium,Moderate-Risk Aspirational Borrower
216578,1,1,90000.0,781920.0,8.687999999903468,0.35183534,-19592,51-65,0.80844104,Very High,Stable Salaried Professional
201032,0,0,173250.0,450000.0,2.597402597387605,0.54516524,-16714,41-50,0.3269701,Low,Moderate-Risk Aspirational Borrower
224327,1,0,180000.0,167076.0,0.9281999999948433,0.33916736,-11611,31-40,0.673581,High,Moderate-Risk Aspirational Borrower
106475,0,0,225000.0,505642.5,2.247299999990012,0.45733586,-19193,51-65,0.5370418,Medium,Moderate-Risk Aspirational Borrower
205321,0,1,202500.0,1078200.0,5.324444444418151,0.55677557,-20682,51-65,0.21558511,Low,Stable Salaried Professional
229737,0,0,157500.0,640080.0,4.063999999974197,0.5643893,-8909,18-30,0.44804764,Medium,Moderate-Risk Aspirational Borrower
446029,0,0,225000.0,270000.0,1.1999999999946667,0.44814786,-11502,31-40,0.3379661,Low,Moderate-Risk Aspirational Borrower
427598,0,0,90000.0,254700.0,2.829999999968556,0.4044471,-24455,65+,0.3654212,Low,Moderate-Risk Aspirational Borrower
232415,0,1,135000.0,1187298.0,8.794799999934853,0.37455502,-16056,41-50,0.4820793,Medium,Stable Salaried Professional
316101,0,0,225000.0,781920.0,3.4751999999845546,0.37696624,-18999,51-65,0.69673425,High,Moderate-Risk Aspirational Borrower
446145,0,0,112500.0,314055.0,2.791599999975186,0.55809385,-12425,31-40,0.32517081,Low,Moderate-Risk Aspirational Borrower
453887,0,1,81000.0,417024.0,5.148444444380884,0.5479625,-21324,51-65,0.29496762,Low,Stable Salaried Professional
132322,0,0,135000.0,522000.0,3.8666666666380243,0.5230355,-23289,51-65,0.32040706,Low,Moderate-Risk Aspirational Borrower
343690,0,0,180000.0,315000.0,1.7499999999902778,0.6307009,-14806,41-50,0.14010522,Very Low,Moderate-Risk Aspirational Borrower
325583,0,1,99000.0,548239.5,5.53777272721679,0.5272922,-22776,51-65,0.34484154,Low,Stable Salaried Professional
161383,0,0,126000.0,405000.0,3.214285714260204,0.6032099,-14956,41-50,0.14405409,Very Low,Moderate-Risk Aspirational Borrower
338960,0,0,135000.0,305365.5,2.2619666666499114,0.3605504,-12821,31-40,0.55416906,Medium,Moderate-Risk Aspirational Borrower
299043,0,0,157500.0,647046.0,4.1082285714024875,0.481213,-10687,18-30,0.40296036,Medium,Moderate-Risk Aspirational Borrower
383477,0,1,180000.0,1204623.0,6.69234999996282,0.549125,-23614,51-65,0.2651481,Low,Stable Salaried Professional
406827,0,0,343350.0,710640.0,2.069724770636174,0.5464795,-13303,31-40,0.48058334,Medium,Moderate-Risk Aspirational Borrower
208277,1,0,81000.0,284400.0,3.5111111110677644,0.47744393,-9583,18-30,0.64500904,High,Moderate-Risk Aspirational Borrower
170611,0,0,135000.0,199080.0,1.474666666655743,0.38276076,-20539,51-65,0.72284085,High,Moderate-Risk Aspirational Borrower
414461,0,1,90000.0,675000.0,7.4999999999166675,0.50594527,-21946,51-65,0.37693307,Low,Stable Salaried Professional
285361,0,0,261000.0,390384.0,1.4957241379253037,0.5865676,-12125,31-40,0.34191516,Low,Moderate-Risk Aspirational Borrower
123963,0,0,112500.0,263686.5,2.3438799999791655,0.33435845,-10620,18-30,0.7535664,High,Moderate-Risk Aspirational Borrower
119120,0,0,180000.0,325908.0,1.8105999999899411,0.5100723,-19120,51-65,0.47445375,Medium,Moderate-Risk Aspirational Borrower
271550,0,1,202500.0,1886850.0,9.317777777731763,0.39841163,-19895,51-65,0.7506963,High,Stable Salaried Professional
157579,0,0,202500.0,376078.5,1.8571777777686065,0.49005786,-23228,51-65,0.536138,Medium,Moderate-Risk Aspirational Borrower
272036,0,0,76500.0,269550.0,3.523529411718647,0.36504397,-12719,31-40,0.77345055,High,Moderate-Risk Aspirational Borrower
197871,0,0,121500.0,265851.0,2.1880740740560656,0.39379367,-22885,51-65,0.5757188,Medium,Moderate-Risk Aspirational Borrower
379444,0,0,112500.0,135000.0,1.1999999999893334,0.5296635,-17531,41-50,0.26954773,Low,Moderate-Risk Aspirational Borrower
380213,0,0,157500.0,675000.0,4.2857142856870745,0.49172577,-16670,41-50,0.4203652,Medium,Moderate-Risk Aspirational Borrower
118726,1,0,135000.0,247275.0,1.8316666666530987,0.24351431,-9512,18-30,0.76694816,High,Moderate-Risk Aspirational Borrower
162793,0,1,157500.0,755190.0,4.794857142826699,0.6342714,-23478,51-65,0.38393572,Low,Stable Salaried Professional
370543,0,0,81000.0,193500.0,2.3888888888593964,0.43774137,-8415,18-30,0.58937097,Medium,Moderate-Risk Aspirational Borrower
426257,0,1,112500.0,1082214.0,9.619679999914492,0.4655331,-21041,51-65,0.31268477,Low,Stable Salaried Professional
292252,0,0,202500.0,781920.0,3.8613333333142648,0.47084895,-15761,41-50,0.7527903,High,Moderate-Risk Aspirational Borrower
138028,0,0,180000.0,783927.0,4.355149999975804,0.4386963,-9624,18-30,0.3263908,Low,Moderate-Risk Aspirational Borrower
126127,0,0,180000.0,333000.0,1.849999999989722,0.6238883,-17566,41-50,0.23618487,Low,Moderate-Risk Aspirational Borrower
191402,0,0,117000.0,450000.0,3.8461538461209734,0.63270086,-11674,31-40,0.24147245,Low,Moderate-Risk Aspirational Borrower
252012,0,0,162000.0,312840.0,1.9311111110991905,0.5303145,-19456,51-65,0.53621215,Medium,Moderate-Risk Aspirational Borrower
454417,0,0,112500.0,364896.0,3.243519999971169,0.47781205,-11290,31-40,0.5605792,Medium,Moderate-Risk Aspirational Borrower
282471,0,0,247500.0,767313.0,3.100254545442019,0.54022175,-9622,18-30,0.44465142,Medium,Moderate-Risk Aspirational Borrower
437633,0,1,126000.0,641173.5,5.0886785713881855,0.6143774,-13681,31-40,0.28228632,Low,Stable Salaried Professional
307285,0,0,135000.0,566055.0,4.192999999968941,0.45827952,-21723,51-65,0.4406217,Medium,Moderate-Risk Aspirational Borrower
235495,0,0,247500.0,943425.0,3.8118181818027805,0.4380614,-18528,51-65,0.5597127,Medium,Moderate-Risk Aspirational Borrower
211973,0,0,117000.0,254700.0,2.1769230769044707,0.40568814,-24727,65+,0.31002858,Low,Moderate-Risk Aspirational Borrower
422849,0,1,171000.0,1078200.0,6.305263157857864,0.4101467,-22179,51-65,0.5754385,Medium,Stable Salaried Professional
141449,0,0,67500.0,81504.0,1.2074666666487783,0.55074984,-24803,65+,0.13690285,Very Low,Moderate-Risk Aspirational Borrower
351712,0,0,405000.0,942300.0,2.326666666660922,0.2657951,-12046,31-40,0.8252455,Very High,Moderate-Risk Aspirational Borrower
284966,0,0,202500.0,277969.5,1.37268888888211,0.5289984,-11850,31-40,0.5803764,Medium,Moderate-Risk Aspirational Borrower
110444,0,0,157500.0,168102.0,1.067314285707509,0.6188879,-17970,41-50,0.29324397,Low,Moderate-Risk Aspirational Borrower
364893,0,0,157500.0,664569.0,4.219485714258924,0.39451146,-9259,18-30,0.7373674,High,Moderate-Risk Aspirational Borrower
247419,0,1,103500.0,545040.0,5.2660869564708594,0.6276099,-14216,31-40,0.18417332,Very Low,Stable Salaried Professional
203714,0,1,135000.0,765000.0,5.666666666624691,0.5804915,-11540,31-40,0.30793548,Low,Stable Salaried Professional
188374,0,0,202500.0,679500.0,3.355555555538985,0.6094609,-12172,31-40,0.13917702,Very Low,Moderate-Risk Aspirational Borrower
364063,0,0,139500.0,292500.0,2.0967741935333564,0.2906604,-20677,51-65,0.50868976,Medium,Moderate-Risk Aspirational Borrower
259116,0,0,81000.0,78192.0,0.9653333333214157,0.42670003,-17102,41-50,0.4771521,Medium,Moderate-Risk Aspirational Borrower
243204,0,1,130500.0,743958.0,5.7008275861632125,0.44387376,-8242,18-30,0.4960187,Medium,Stable Salaried Professional
285995,0,0,112500.0,533668.5,4.743719999957834,0.55419713,-9729,18-30,0.1674804,Very Low,Moderate-Risk Aspirational Borrower
111520,0,0,373500.0,544491.0,1.4578072289117596,0.5724222,-17749,41-50,0.19878651,Very Low,Moderate-Risk Aspirational Borrower
130681,0,0,157500.0,239850.0,1.5228571428474738,0.61822134,-13328,31-40,0.17075752,Very Low,Moderate-Risk Aspirational Borrower
189025,0,1,157500.0,728460.0,4.625142857113491,0.55521005,-21054,51-65,0.32452637,Low,Stable Salaried Professional
332282,0,0,90000.0,314100.0,3.4899999999612223,0.5045508,-19381,51-65,0.4277477,Medium,Moderate-Risk Aspirational Borrower
192149,0,0,157500.0,152820.0,0.9702857142795537,0.34001562,-10470,18-30,0.64675367,High,Moderate-Risk Aspirational Borrower
404020,0,0,112500.0,288873.0,2.5677599999771754,0.41402033,-12072,31-40,0.3423656,Low,Moderate-Risk Aspirational Borrower
318963,0,1,202500.0,1288350.0,6.362222222190804,0.5632729,-19519,51-65,0.2243256,Low,Stable Salaried Professional
284658,0,0,162000.0,452385.0,2.792499999982762,0.56122965,-18525,51-65,0.3377943,Low,Moderate-Risk Aspirational Borrower
436930,0,0,67500.0,215640.0,3.1946666666193386,0.37452558,-15322,41-50,0.6155454,High,Moderate-Risk Aspirational Borrower
416508,0,1,72000.0,450000.0,6.249999999913195,0.54728466,-18141,41-50,0.5365295,Medium,Stable Salaried Professional
177354,0,0,135000.0,305640.0,2.2639999999832296,0.5744887,-18332,41-50,0.56429386,Medium,Moderate-Risk Aspirational Borrower
151427,0,0,225000.0,254700.0,1.1319999999949688,0.5892407,-11365,31-40,0.39032787,Low,Moderate-Risk Aspirational Borrower
366732,0,0,270000.0,900000.0,3.3333333333209874,0.6179674,-18375,41-50,0.27324206,Low,Moderate-Risk Aspirational Borrower
177686,0,0,130500.0,291915.0,2.236896551706997,0.41032255,-17333,41-50,0.47402516,Medium,Moderate-Risk Aspirational Borrower
120318,0,1,166500.0,852088.5,5.117648648617911,0.4382802,-20399,51-65,0.39416116,Low,Stable Salaried Professional
207083,0,1,90000.0,634482.0,7.049799999921669,0.5422594,-11215,31-40,0.5929145,Medium,Stable Salaried Professional
241400,0,0,157500.0,582228.0,3.696685714262243,0.3321015,-13605,31-40,0.6541091,High,Moderate-Risk Aspirational Borrower
203065,0,0,202500.0,250614.0,1.2375999999938883,0.5599861,-18830,51-65,0.5438988,Medium,Moderate-Risk Aspirational Borrower
255622,0,0,225000.0,805536.0,3.580159999984088,0.5155339,-16589,41-50,0.36787283,Low,Moderate-Risk Aspirational Borrower
415622,0,0,90000.0,142200.0,1.5799999999824446,0.5558664,-16533,41-50,0.21877614,Low,Moderate-Risk Aspirational Borrower
309026,0,1,211500.0,1350000.0,6.382978723374076,0.52266246,-9278,18-30,0.1925902,Very Low,Stable Salaried Professional
416514,0,0,225000.0,301896.0,1.3417599999940366,0.5658352,-20924,51-65,0.13513161,Very Low,Moderate-Risk Aspirational Borrower
258134,0,0,135000.0,284400.0,2.1066666666510616,0.3717811,-12716,31-40,0.75959694,High,Moderate-Risk Aspirational Borrower
154157,0,0,445500.0,1152000.0,2.5858585858527814,0.47769344,-19256,51-65,0.46104932,Medium,Moderate-Risk Aspirational Borrower
370823,0,1,130500.0,679500.0,5.206896551684238,0.53068334,-17135,41-50,0.21552825,Low,Stable Salaried Professional
446220,0,0,202500.0,321574.5,1.58802222221438,0.3011501,-11378,31-40,0.6302007,High,Moderate-Risk Aspirational Borrower
271632,0,1,99000.0,796396.5,8.044409090827834,0.46009597,-22942,51-65,0.35499787,Low,Stable Salaried Professional
438719,0,0,112500.0,364896.0,3.243519999971169,0.5639227,-13208,31-40,0.4280731,Medium,Moderate-Risk Aspirational Borrower
311401,0,1,67500.0,540000.0,7.999999999881482,0.44043207,-11815,31-40,0.50942624,Medium,Stable Salaried Professional
173040,0,0,78750.0,191880.0,2.4365714285404882,0.68408126,-16483,41-50,0.07858829,Very Low,Moderate-Risk Aspirational Borrower
102728,0,1,270000.0,2013840.0,7.458666666639042,0.57041174,-19180,51-65,0.09841608,Very Low,Stable Salaried Professional
397980,0,0,202500.0,279000.0,1.3777777777709739,0.52433413,-16280,41-50,0.56470376,Medium,Moderate-Risk Aspirational Borrower
409910,0,1,225000.0,1800000.0,7.999999999964444,0.52729714,-10257,18-30,0.09836919,Very Low,Stable Salaried Professional
302763,0,1,192514.5,2736000.0,14.21191650491671,0.65686184,-17738,41-50,0.08563715,Very Low,Stable Salaried Professional
336135,0,0,630000.0,269550.0,0.4278571428564637,0.25591233,-8875,18-30,0.62734437,High,Moderate-Risk Aspirational Borrower
362131,0,1,112500.0,693301.5,6.162679999945221,0.6496711,-17242,41-50,0.32084975,Low,Stable Salaried Professional
342597,0,0,315000.0,495000.0,1.5714285714235827,0.59213144,-14436,31-40,0.1376404,Very Low,Moderate-Risk Aspirational Borrower
214121,0,0,157500.0,343800.0,2.1828571428432832,0.47043458,-22548,51-65,0.4688305,Medium,Moderate-Risk Aspirational Borrower
197581,0,1,99450.0,755190.0,7.593665158294685,0.4241861,-11296,31-40,0.73560834,High,Stable Salaried Professional
321907,1,0,112500.0,296280.0,2.6335999999765902,0.41191712,-16770,41-50,0.7881379,High,Moderate-Risk Aspirational Borrower
116098,0,0,112500.0,547344.0,4.865279999956753,0.500268,-12921,31-40,0.36220223,Low,Moderate-Risk Aspirational Borrower
134917,1,0,76500.0,76410.0,0.9988235293987083,0.39508578,-13278,31-40,0.73804533,High,Moderate-Risk Aspirational Borrower
235008,1,1,90000.0,527377.5,5.859749999934892,0.47712755,-16660,41-50,0.6983055,High,Stable Salaried Professional
152985,0,1,40500.0,225000.0,5.5555555554183815,0.60271174,-19275,51-65,0.22627217,Low,Stable Salaried Professional
375127,0,1,54000.0,436032.0,8.074666666517135,0.2989535,-12578,31-40,0.7940224,High,Stable Salaried Professional
333827,0,1,135000.0,1125000.0,8.333333333271604,0.48071694,-12371,31-40,0.44759062,Medium,Stable Salaried Professional
292421,0,0,117000.0,67500.0,0.576923076918146,0.42775354,-10864,18-30,0.40381,Medium,Moderate-Risk Aspirational Borrower
265576,1,1,58500.0,323194.5,5.524692307597869,0.409637,-17284,41-50,0.7462596,High,Stable Salaried Professional
293232,0,0,225000.0,119893.5,0.5328599999976317,0.59455293,-10896,18-30,0.15809101,Very Low,Moderate-Risk Aspirational Borrower
280371,0,0,225000.0,628114.5,2.7916199999875926,0.33511066,-12571,31-40,0.7712778,High,Moderate-Risk Aspirational Borrower
430711,0,1,81000.0,454500.0,5.611111111041839,0.54243064,-23516,51-65,0.22305752,Low,Stable Salaried Professional
303176,0,0,180000.0,497520.0,2.7639999999846445,0.48178086,-17963,41-50,0.60357964,High,Moderate-Risk Aspirational Borrower
143761,0,1,58500.0,544491.0,9.307538461379359,0.6165244,-9988,18-30,0.17557794,Very Low,Stable Salaried Professional
338082,0,0,135000.0,305640.0,2.2639999999832296,0.36689648,-9592,18-30,0.62764543,High,Moderate-Risk Aspirational Borrower
404725,0,1,112500.0,742500.0,6.599999999941334,0.56009656,-15488,41-50,0.3078637,Low,Stable Salaried Professional
447214,0,0,225000.0,755190.0,3.3563999999850824,0.50263023,-13647,31-40,0.4761577,Medium,Moderate-Risk Aspirational Borrower
165047,0,0,90000.0,148500.0,1.6499999999816668,0.44252077,-8897,18-30,0.43274912,Medium,Moderate-Risk Aspirational Borrower
198018,0,0,112500.0,314100.0,2.7919999999751823,0.3832916,-11918,31-40,0.773097,High,Moderate-Risk Aspirational Borrower
291173,0,1,90000.0,1762110.0,19.578999999782457,0.5267436,-15252,41-50,0.32428327,Low,Stable Salaried Professional
245613,0,0,157500.0,375408.0,2.3835428571277233,0.3926574,-15081,41-50,0.7981122,High,Moderate-Risk Aspirational Borrower
179437,0,0,166500.0,270000.0,1.6216216216118822,0.51788634,-9759,18-30,0.2815824,Low,Moderate-Risk Aspirational Borrower
407660,0,0,67500.0,152820.0,2.2639999999664595,0.2949902,-15279,41-50,0.8157061,Very High,Moderate-Risk Aspirational Borrower
306208,0,0,112500.0,298512.0,2.653439999976414,0.5622125,-19581,51-65,0.30224982,Low,Moderate-Risk Aspirational Borrower
275666,0,0,225000.0,490536.0,2.1801599999903103,0.37144074,-12478,31-40,0.5425871,Medium,Moderate-Risk Aspirational Borrower
322777,1,0,135000.0,225000.0,1.6666666666543208,0.48466727,-19099,51-65,0.52785444,Medium,Moderate-Risk Aspirational Borrower
334528,0,0,135000.0,135000.0,0.9999999999925925,0.55026835,-14903,41-50,0.39081392,Low,Moderate-Risk Aspirational Borrower
247630,1,0,121500.0,192874.5,1.587444444431379,0.44587734,-8309,18-30,0.6366819,High,Moderate-Risk Aspirational Borrower
124960,0,1,196200.0,1546020.0,7.879816513721305,0.42593578,-16093,41-50,0.3074183,Low,Stable Salaried Professional
286607,0,0,121500.0,640080.0,5.268148148104789,0.25092342,-12991,31-40,0.9110656,Very High,Moderate-Risk Aspirational Borrower
194127,0,0,135000.0,509400.0,3.7733333333053825,0.21691816,-14652,31-40,0.9301523,Very High,Moderate-Risk Aspirational Borrower
343878,0,1,360000.0,1687266.0,4.686849999986981,0.62058675,-10854,18-30,0.0653047,Very Low,Stable Salaried Professional
